fecha,total
01/11/2019 00:00,11
02/11/2019 00:00,11.64286
03/11/2019 00:00,12.44286
04/11/2019 00:00,12.16667
05/11/2019 00:00,11.47143
06/11/2019 00:00,10.7
07/11/2019 00:00,12.58333
08/11/2019 00:00,12.71667
09/11/2019 00:00,11.9
10/11/2019 00:00,11.91429
11/11/2019 00:00,13.16667
12/11/2019 00:00,12.21429
13/11/2019 00:00,14.01667
14/11/2019 00:00,12.84286
15/11/2019 00:00,14.6
16/11/2019 00:00,10.2
17/11/2019 00:00,11.21429
18/11/2019 00:00,12.48571
19/11/2019 00:00,15.58333
20/11/2019 00:00,13.28333
21/11/2019 00:00,14.11429
22/11/2019 00:00,11.2
23/11/2019 00:00,15.5
24/11/2019 00:00,13.22857
25/11/2019 00:00,13.85714
26/11/2019 00:00,13.75
27/11/2019 00:00,11.52
28/11/2019 00:00,14.43333
29/11/2019 00:00,11.5
30/11/2019 00:00,11.64286
01/12/2019 00:00,15.6
02/12/2019 00:00,
03/12/2019 00:00,
04/12/2019 00:00,
05/12/2019 00:00,
06/12/2019 00:00,20.12857
07/12/2019 00:00,15.88571
08/12/2019 00:00,14.62857
09/12/2019 00:00,18.55714
10/12/2019 00:00,18.96667
11/12/2019 00:00,19.74
12/12/2019 00:00,20.6
13/12/2019 00:00,18.22
14/12/2019 00:00,17.04286
15/12/2019 00:00,19.11429
16/12/2019 00:00,22.5
17/12/2019 00:00,20.9
18/12/2019 00:00,19.55
19/12/2019 00:00,19.41667
20/12/2019 00:00,16.85
21/12/2019 00:00,16.38333
22/12/2019 00:00,15.92857
23/12/2019 00:00,16.76667
24/12/2019 00:00,11.36667
25/12/2019 00:00,12.12857
26/12/2019 00:00,12.1
27/12/2019 00:00,12.70833
28/12/2019 00:00,14.1
29/12/2019 00:00,10.19167
30/12/2019 00:00,12.75
31/12/2019 00:00,14.25
01/01/2020 00:00,13.35
02/01/2020 00:00,14.03333
03/01/2020 00:00,19.81667
04/01/2020 00:00,18.31429
05/01/2020 00:00,18.84286
06/01/2020 00:00,16.21667
07/01/2020 00:00,15.61429
08/01/2020 00:00,15.25
09/01/2020 00:00,17.8
10/01/2020 00:00,19.06
11/01/2020 00:00,17.25714
12/01/2020 00:00,17.24
13/01/2020 00:00,19.76667
14/01/2020 00:00,19.6
15/01/2020 00:00,20.33333
16/01/2020 00:00,19.18333
17/01/2020 00:00,18.13333
18/01/2020 00:00,16.35714
19/01/2020 00:00,20.04286
20/01/2020 00:00,21
21/01/2020 00:00,25.95
22/01/2020 00:00,24.4
23/01/2020 00:00,19.53333
24/01/2020 00:00,18.03333
25/01/2020 00:00,14.97143
26/01/2020 00:00,15.47143
27/01/2020 00:00,19.31667
28/01/2020 00:00,16.15714
29/01/2020 00:00,15.31667
30/01/2020 00:00,15.47143
31/01/2020 00:00,14.775
01/02/2020 00:00,15.77143
02/02/2020 00:00,17.1
03/02/2020 00:00,20.58
04/02/2020 00:00,20.71429
05/02/2020 00:00,18.6
06/02/2020 00:00,19.35714
07/02/2020 00:00,20.08333
08/02/2020 00:00,20.41429
09/02/2020 00:00,18.18571
10/02/2020 00:00,17.51429
11/02/2020 00:00,15.8
12/02/2020 00:00,13.85714
13/02/2020 00:00,13.48571
14/02/2020 00:00,16.3
15/02/2020 00:00,15.6
16/02/2020 00:00,17.08571
17/02/2020 00:00,19.98333
18/02/2020 00:00,20.27143
19/02/2020 00:00,18.16667
20/02/2020 00:00,13.87143
21/02/2020 00:00,13.02
22/02/2020 00:00,15.71429
23/02/2020 00:00,13.12857
24/02/2020 00:00,17.86667
25/02/2020 00:00,15.1
26/02/2020 00:00,14.63333
27/02/2020 00:00,15.2
28/02/2020 00:00,18.83333
29/02/2020 00:00,15.08571
01/03/2020 00:00,15.94286
02/03/2020 00:00,15.6
03/03/2020 00:00,15.33333
04/03/2020 00:00,17.04
05/03/2020 00:00,16.76667
06/03/2020 00:00,17.33333
07/03/2020 00:00,15.77828
08/03/2020 00:00,17.21429
09/03/2020 00:00,15.11667
10/03/2020 00:00,17.03333
11/03/2020 00:00,19.41429
12/03/2020 00:00,17.94
13/03/2020 00:00,
14/03/2020 00:00,18.3
15/03/2020 00:00,16.18333
16/03/2020 00:00,16.9
17/03/2020 00:00,17.66
18/03/2020 00:00,18.35
19/03/2020 00:00,15.2
20/03/2020 00:00,15.35
21/03/2020 00:00,13.54286
22/03/2020 00:00,14.66
23/03/2020 00:00,11.7
24/03/2020 00:00,14.71667
25/03/2020 00:00,15.11667
26/03/2020 00:00,17.75714
27/03/2020 00:00,17.2
28/03/2020 00:00,14.11429
29/03/2020 00:00,11.91429
30/03/2020 00:00,
31/03/2020 00:00,
01/04/2020 00:00,9.066667
02/04/2020 00:00,9.042857
03/04/2020 00:00,14.65
04/04/2020 00:00,9.942857
05/04/2020 00:00,10.27143
06/04/2020 00:00,13.6
07/04/2020 00:00,17.34286
08/04/2020 00:00,19.3
09/04/2020 00:00,17.85
10/04/2020 00:00,24.68333
11/04/2020 00:00,17.96667
12/04/2020 00:00,10.72857
13/04/2020 00:00,19.375
14/04/2020 00:00,22.75
15/04/2020 00:00,3.55
16/04/2020 00:00,17.72
17/04/2020 00:00,20.75
18/04/2020 00:00,20.64286
19/04/2020 00:00,24.18
20/04/2020 00:00,19.9
21/04/2020 00:00,21.925
22/04/2020 00:00,19.1
23/04/2020 00:00,17.95
24/04/2020 00:00,25.66667
25/04/2020 00:00,18.5
26/04/2020 00:00,20.82857
27/04/2020 00:00,
28/04/2020 00:00,
29/04/2020 00:00,14
30/04/2020 00:00,14.66667
01/05/2020 00:00,25.45
02/05/2020 00:00,20.93333
03/05/2020 00:00,24.51667
04/05/2020 00:00,23.8
05/05/2020 00:00,24.27143
06/05/2020 00:00,
07/05/2020 00:00,
08/05/2020 00:00,20.4
09/05/2020 00:00,19.85
10/05/2020 00:00,25.85
11/05/2020 00:00,
12/05/2020 00:00,28.76667
13/05/2020 00:00,17.1
14/05/2020 00:00,25.975
15/05/2020 00:00,20.9
16/05/2020 00:00,
17/05/2020 00:00,
18/05/2020 00:00,25.1
19/05/2020 00:00,
20/05/2020 00:00,29.4
21/05/2020 00:00,29.8
22/05/2020 00:00,23.4
23/05/2020 00:00,27.4
24/05/2020 00:00,25.2
25/05/2020 00:00,26.9
26/05/2020 00:00,23.2
27/05/2020 00:00,
28/05/2020 00:00,
29/05/2020 00:00,
30/05/2020 00:00,
31/05/2020 00:00,
01/06/2020 00:00,15.95
02/06/2020 00:00,20.95
03/06/2020 00:00,20.15
04/06/2020 00:00,15.3
05/06/2020 00:00,16.7
06/06/2020 00:00,22.4
07/06/2020 00:00,25.54
08/06/2020 00:00,24.55
09/06/2020 00:00,22.65
10/06/2020 00:00,25.4
11/06/2020 00:00,24.63333
12/06/2020 00:00,19.02
13/06/2020 00:00,22.22857
14/06/2020 00:00,22.05714
15/06/2020 00:00,
16/06/2020 00:00,
17/06/2020 00:00,
18/06/2020 00:00,
19/06/2020 00:00,
20/06/2020 00:00,
21/06/2020 00:00,
22/06/2020 00:00,21.76
23/06/2020 00:00,18.225
24/06/2020 00:00,21.7
25/06/2020 00:00,20.55
26/06/2020 00:00,22.53333
27/06/2020 00:00,23.5
28/06/2020 00:00,24.45
29/06/2020 00:00,
30/06/2020 00:00,
01/07/2020 00:00,
02/07/2020 00:00,
03/07/2020 00:00,
04/07/2020 00:00,
05/07/2020 00:00,
06/07/2020 00:00,
07/07/2020 00:00,
08/07/2020 00:00,
09/07/2020 00:00,
10/07/2020 00:00,
11/07/2020 00:00,
12/07/2020 00:00,
13/07/2020 00:00,23.3
14/07/2020 00:00,26.45
15/07/2020 00:00,28.73333
16/07/2020 00:00,27.86
17/07/2020 00:00,27.9
18/07/2020 00:00,18.44
19/07/2020 00:00,23.28
20/07/2020 00:00,17.405
21/07/2020 00:00,24.26667
22/07/2020 00:00,25.62
23/07/2020 00:00,24.1
24/07/2020 00:00,27.9
25/07/2020 00:00,19.6
26/07/2020 00:00,28.8
27/07/2020 00:00,23.05
28/07/2020 00:00,23.44
29/07/2020 00:00,26.73333
30/07/2020 00:00,25.08333
31/07/2020 00:00,25.26
01/08/2020 00:00,26.55
02/08/2020 00:00,20.24286
03/08/2020 00:00,
04/08/2020 00:00,
05/08/2020 00:00,
06/08/2020 00:00,
07/08/2020 00:00,
08/08/2020 00:00,
09/08/2020 00:00,
10/08/2020 00:00,24.63333
11/08/2020 00:00,19.13333
12/08/2020 00:00,15
13/08/2020 00:00,15.06667
14/08/2020 00:00,10.93333
15/08/2020 00:00,16.775
16/08/2020 00:00,13.97143
17/08/2020 00:00,
18/08/2020 00:00,
19/08/2020 00:00,
20/08/2020 00:00,
21/08/2020 00:00,
22/08/2020 00:00,
23/08/2020 00:00,8
24/08/2020 00:00,16.84
25/08/2020 00:00,13.7
26/08/2020 00:00,11.48
27/08/2020 00:00,15.36667
28/08/2020 00:00,15.65
29/08/2020 00:00,15.65714
30/08/2020 00:00,13.45714
31/08/2020 00:00,12.86667
01/09/2020 00:00,13.08571
02/09/2020 00:00,13.5
03/09/2020 00:00,12.12857
04/09/2020 00:00,13.925
05/09/2020 00:00,13.61429
06/09/2020 00:00,11.2
07/09/2020 00:00,11.875
08/09/2020 00:00,16.4
09/09/2020 00:00,18.725
10/09/2020 00:00,15.23333
11/09/2020 00:00,13.36667
12/09/2020 00:00,12.51429
13/09/2020 00:00,29.3
14/09/2020 00:00,19.28333
15/09/2020 00:00,14.575
16/09/2020 00:00,13.37143
17/09/2020 00:00,15.56667
18/09/2020 00:00,16.9
19/09/2020 00:00,16.58571
20/09/2020 00:00,19.14
21/09/2020 00:00,
22/09/2020 00:00,
23/09/2020 00:00,
24/09/2020 00:00,
25/09/2020 00:00,
26/09/2020 00:00,
27/09/2020 00:00,
28/09/2020 00:00,20.45
29/09/2020 00:00,17.3
30/09/2020 00:00,17.36667
01/10/2020 00:00,13.04286
02/10/2020 00:00,13.75
03/10/2020 00:00,12.61429
04/10/2020 00:00,12.47143
05/10/2020 00:00,14.48
06/10/2020 00:00,10.77143
07/10/2020 00:00,
08/10/2020 00:00,
09/10/2020 00:00,
10/10/2020 00:00,
11/10/2020 00:00,
12/10/2020 00:00,
13/10/2020 00:00,17.26
14/10/2020 00:00,12.4
15/10/2020 00:00,14.13333
16/10/2020 00:00,13.9
17/10/2020 00:00,11.92857
18/10/2020 00:00,10.87143
19/10/2020 00:00,13.7
20/10/2020 00:00,16.91667
21/10/2020 00:00,18.675
22/10/2020 00:00,17.86667
23/10/2020 00:00,15.92
24/10/2020 00:00,15.1875
25/10/2020 00:00,16.48571
26/10/2020 00:00,16.1
27/10/2020 00:00,18.43333
28/10/2020 00:00,17.25
29/10/2020 00:00,21.2
30/10/2020 00:00,20.68333
31/10/2020 00:00,23.725
01/11/2020 00:00,22.38571
02/11/2020 00:00,19.76667
03/11/2020 00:00,18.75
04/11/2020 00:00,16.18
05/11/2020 00:00,14.16667
06/11/2020 00:00,15.05
07/11/2020 00:00,12.21429
08/11/2020 00:00,12.08571
09/11/2020 00:00,29.6
10/11/2020 00:00,18.075
11/11/2020 00:00,21.575
12/11/2020 00:00,17.14
13/11/2020 00:00,11.3
14/11/2020 00:00,16.0875
15/11/2020 00:00,17.12857
16/11/2020 00:00,14.78571
17/11/2020 00:00,15.76667
18/11/2020 00:00,20.44286
19/11/2020 00:00,20.82
20/11/2020 00:00,26.61667
21/11/2020 00:00,24.3
22/11/2020 00:00,21.12857
23/11/2020 00:00,
24/11/2020 00:00,
25/11/2020 00:00,
26/11/2020 00:00,
27/11/2020 00:00,
28/11/2020 00:00,
29/11/2020 00:00,
30/11/2020 00:00,
